.Archetype.,Archetype,metrics,value,data_type
Encephalitis  Except That Caused By Tuberculosis Or Sexually Transmitted Disease ,Standard Deviation,Frequency per Quarter,0.01,Diagnosis
Encephalitis  Except That Caused By Tuberculosis Or Sexually Transmitted Disease ,Standard Deviation,Frequency per Month,0.0,Diagnosis
Esophageal Disorders,Archetype 1,Prevalence,0.182,Diagnosis
Esophageal Disorders,Archetype 1,Mean Frequency,1.87,Diagnosis
Esophageal Disorders,Archetype 1,Median Frequency,1.0,Diagnosis
Esophageal Disorders,Archetype 1,Frequency per Quarter,0.1,Diagnosis
Esophageal Disorders,Archetype 1,Frequency per Month,0.05,Diagnosis
Esophageal Disorders,Archetype 2,Prevalence,0.37,Diagnosis
Esophageal Disorders,Archetype 2,Mean Frequency,2.93,Diagnosis
Esophageal Disorders,Archetype 2,Median Frequency,2.0,Diagnosis
Esophageal Disorders,Archetype 2,Frequency per Quarter,0.13,Diagnosis
Esophageal Disorders,Archetype 2,Frequency per Month,0.04,Diagnosis
Esophageal Disorders,Archetype 3,Prevalence,0.388,Diagnosis
Esophageal Disorders,Archetype 3,Mean Frequency,3.11,Diagnosis
Esophageal Disorders,Archetype 3,Median Frequency,2.0,Diagnosis
Esophageal Disorders,Archetype 3,Frequency per Quarter,0.08,Diagnosis
Esophageal Disorders,Archetype 3,Frequency per Month,0.03,Diagnosis
Esophageal Disorders,Archetype 4,Prevalence,0.642,Diagnosis
Esophageal Disorders,Archetype 4,Mean Frequency,5.86,Diagnosis
Esophageal Disorders,Archetype 4,Median Frequency,4.0,Diagnosis
Esophageal Disorders,Archetype 4,Frequency per Quarter,0.25,Diagnosis
Esophageal Disorders,Archetype 4,Frequency per Month,0.08,Diagnosis
Esophageal Disorders,Overall,Prevalence,0.302,Diagnosis
Esophageal Disorders,Overall,Mean Frequency,3.14,Diagnosis
Esophageal Disorders,Overall,Median Frequency,2.0,Diagnosis
Esophageal Disorders,Overall,Frequency per Quarter,0.11,Diagnosis
Esophageal Disorders,Overall,Frequency per Month,0.05,Diagnosis
Esophageal Disorders,Standard Deviation,Mean Frequency,1.48,Diagnosis
Esophageal Disorders,Standard Deviation,Median Frequency,1.1,Diagnosis
Esophageal Disorders,Standard Deviation,Frequency per Quarter,0.07,Diagnosis
Esophageal Disorders,Standard Deviation,Frequency per Month,0.02,Diagnosis
Essential Hypertension,Archetype 1,Prevalence,0.521,Diagnosis
Essential Hypertension,Archetype 1,Mean Frequency,3.31,Diagnosis
Essential Hypertension,Archetype 1,Median Frequency,2.0,Diagnosis
Essential Hypertension,Archetype 1,Frequency per Quarter,0.49,Diagnosis
Essential Hypertension,Archetype 1,Frequency per Month,0.25,Diagnosis
Essential Hypertension,Archetype 2,Prevalence,0.705,Diagnosis
Essential Hypertension,Archetype 2,Mean Frequency,7.09,Diagnosis
Essential Hypertension,Archetype 2,Median Frequency,5.0,Diagnosis
Essential Hypertension,Archetype 2,Frequency per Quarter,0.6,Diagnosis
Essential Hypertension,Archetype 2,Frequency per Month,0.2,Diagnosis
Essential Hypertension,Archetype 3,Prevalence,0.707,Diagnosis
Essential Hypertension,Archetype 3,Mean Frequency,7.91,Diagnosis
Essential Hypertension,Archetype 3,Median Frequency,6.0,Diagnosis
Essential Hypertension,Archetype 3,Frequency per Quarter,0.37,Diagnosis
Essential Hypertension,Archetype 3,Frequency per Month,0.12,Diagnosis
Essential Hypertension,Archetype 4,Prevalence,0.827,Diagnosis
Essential Hypertension,Archetype 4,Mean Frequency,17.95,Diagnosis
Essential Hypertension,Archetype 4,Median Frequency,14.0,Diagnosis
Essential Hypertension,Archetype 4,Frequency per Quarter,0.99,Diagnosis
Essential Hypertension,Archetype 4,Frequency per Month,0.33,Diagnosis
Essential Hypertension,Overall,Prevalence,0.624,Diagnosis
Essential Hypertension,Overall,Mean Frequency,6.84,Diagnosis
Essential Hypertension,Overall,Median Frequency,4.0,Diagnosis
Essential Hypertension,Overall,Frequency per Quarter,0.52,Diagnosis
Essential Hypertension,Overall,Frequency per Month,0.22,Diagnosis
Essential Hypertension,Standard Deviation,Mean Frequency,5.51,Diagnosis
Essential Hypertension,Standard Deviation,Median Frequency,4.6,Diagnosis
Essential Hypertension,Standard Deviation,Frequency per Quarter,0.24,Diagnosis
Essential Hypertension,Standard Deviation,Frequency per Month,0.08,Diagnosis
Fluid And Electrolyte Disorders,Archetype 1,Prevalence,0.114,Diagnosis
Fluid And Electrolyte Disorders,Archetype 1,Mean Frequency,1.73,Diagnosis
Fluid And Electrolyte Disorders,Archetype 1,Median Frequency,1.0,Diagnosis
Fluid And Electrolyte Disorders,Archetype 1,Frequency per Quarter,0.08,Diagnosis
Fluid And Electrolyte Disorders,Archetype 1,Frequency per Month,0.05,Diagnosis
Fluid And Electrolyte Disorders,Archetype 2,Prevalence,0.211,Diagnosis
Fluid And Electrolyte Disorders,Archetype 2,Mean Frequency,2.54,Diagnosis
Fluid And Electrolyte Disorders,Archetype 2,Median Frequency,1.0,Diagnosis
Fluid And Electrolyte Disorders,Archetype 2,Frequency per Quarter,0.07,Diagnosis
Fluid And Electrolyte Disorders,Archetype 2,Frequency per Month,0.02,Diagnosis
Fluid And Electrolyte Disorders,Archetype 3,Prevalence,0.209,Diagnosis
Fluid And Electrolyte Disorders,Archetype 3,Mean Frequency,2.38,Diagnosis
Fluid And Electrolyte Disorders,Archetype 3,Median Frequency,1.0,Diagnosis
Fluid And Electrolyte Disorders,Archetype 3,Frequency per Quarter,0.03,Diagnosis
Fluid And Electrolyte Disorders,Archetype 3,Frequency per Month,0.01,Diagnosis
Fluid And Electrolyte Disorders,Archetype 4,Prevalence,0.435,Diagnosis
Fluid And Electrolyte Disorders,Archetype 4,Mean Frequency,3.86,Diagnosis
Fluid And Electrolyte Disorders,Archetype 4,Median Frequency,2.0,Diagnosis
Fluid And Electrolyte Disorders,Archetype 4,Frequency per Quarter,0.11,Diagnosis
Fluid And Electrolyte Disorders,Archetype 4,Frequency per Month,0.04,Diagnosis
Fluid And Electrolyte Disorders,Overall,Prevalence,0.18,Diagnosis
Fluid And Electrolyte Disorders,Overall,Mean Frequency,2.48,Diagnosis
Fluid And Electrolyte Disorders,Overall,Median Frequency,1.0,Diagnosis
Fluid And Electrolyte Disorders,Overall,Frequency per Quarter,0.07,Diagnosis
Fluid And Electrolyte Disorders,Overall,Frequency per Month,0.03,Diagnosis
Fluid And Electrolyte Disorders,Standard Deviation,Mean Frequency,0.78,Diagnosis
Fluid And Electrolyte Disorders,Standard Deviation,Median Frequency,0.45,Diagnosis
Fluid And Electrolyte Disorders,Standard Deviation,Frequency per Quarter,0.03,Diagnosis
Fluid And Electrolyte Disorders,Standard Deviation,Frequency per Month,0.02,Diagnosis
Fracture,Archetype 1,Prevalence,0.515,Diagnosis
Fracture,Archetype 1,Mean Frequency,2.49,Diagnosis
Fracture,Archetype 1,Median Frequency,2.0,Diagnosis
Fracture,Archetype 1,Frequency per Quarter,0.3,Diagnosis
Fracture,Archetype 1,Frequency per Month,0.15,Diagnosis
Fracture,Archetype 2,Prevalence,0.787,Diagnosis
Fracture,Archetype 2,Mean Frequency,5.11,Diagnosis
Fracture,Archetype 2,Median Frequency,4.0,Diagnosis
Fracture,Archetype 2,Frequency per Quarter,0.46,Diagnosis
Fracture,Archetype 2,Frequency per Month,0.15,Diagnosis
Fracture,Archetype 3,Prevalence,0.821,Diagnosis
Fracture,Archetype 3,Mean Frequency,5.45,Diagnosis
Fracture,Archetype 3,Median Frequency,4.0,Diagnosis
Fracture,Archetype 3,Frequency per Quarter,0.3,Diagnosis
Fracture,Archetype 3,Frequency per Month,0.1,Diagnosis
Fracture,Archetype 4,Prevalence,0.958,Diagnosis
Fracture,Archetype 4,Mean Frequency,12.83,Diagnosis
Fracture,Archetype 4,Median Frequency,10.0,Diagnosis
Fracture,Archetype 4,Frequency per Quarter,0.82,Diagnosis
Fracture,Archetype 4,Frequency per Month,0.27,Diagnosis
Fracture,Overall,Prevalence,0.674,Diagnosis
Fracture,Overall,Mean Frequency,5.04,Diagnosis
Fracture,Overall,Median Frequency,3.0,Diagnosis
Fracture,Overall,Frequency per Quarter,0.37,Diagnosis
Fracture,Overall,Frequency per Month,0.15,Diagnosis
Fracture,Standard Deviation,Mean Frequency,3.9,Diagnosis
Fracture,Standard Deviation,Median Frequency,3.13,Diagnosis
Fracture,Standard Deviation,Frequency per Quarter,0.22,Diagnosis
Fracture,Standard Deviation,Frequency per Month,0.06,Diagnosis
Genitourinary Symptoms And Ill Defined Conditions,Archetype 1,Prevalence,0.132,Diagnosis
Genitourinary Symptoms And Ill Defined Conditions,Archetype 1,Mean Frequency,1.85,Diagnosis
Genitourinary Symptoms And Ill Defined Conditions,Archetype 1,Median Frequency,1.0,Diagnosis
Genitourinary Symptoms And Ill Defined Conditions,Archetype 1,Frequency per Quarter,0.06,Diagnosis
Genitourinary Symptoms And Ill Defined Conditions,Archetype 1,Frequency per Month,0.03,Diagnosis
Genitourinary Symptoms And Ill Defined Conditions,Archetype 2,Prevalence,0.317,Diagnosis
Genitourinary Symptoms And Ill Defined Conditions,Archetype 2,Mean Frequency,3.0,Diagnosis
Genitourinary Symptoms And Ill Defined Conditions,Archetype 2,Median Frequency,2.0,Diagnosis
Genitourinary Symptoms And Ill Defined Conditions,Archetype 2,Frequency per Quarter,0.11,Diagnosis
Genitourinary Symptoms And Ill Defined Conditions,Archetype 2,Frequency per Month,0.04,Diagnosis
Genitourinary Symptoms And Ill Defined Conditions,Archetype 3,Prevalence,0.354,Diagnosis
Genitourinary Symptoms And Ill Defined Conditions,Archetype 3,Mean Frequency,3.2,Diagnosis
Genitourinary Symptoms And Ill Defined Conditions,Archetype 3,Median Frequency,2.0,Diagnosis
Genitourinary Symptoms And Ill Defined Conditions,Archetype 3,Frequency per Quarter,0.07,Diagnosis
Genitourinary Symptoms And Ill Defined Conditions,Archetype 3,Frequency per Month,0.02,Diagnosis
Genitourinary Symptoms And Ill Defined Conditions,Archetype 4,Prevalence,0.591,Diagnosis
Genitourinary Symptoms And Ill Defined Conditions,Archetype 4,Mean Frequency,5.94,Diagnosis
Genitourinary Symptoms And Ill Defined Conditions,Archetype 4,Median Frequency,3.0,Diagnosis
Genitourinary Symptoms And Ill Defined Conditions,Archetype 4,Frequency per Quarter,0.23,Diagnosis
Genitourinary Symptoms And Ill Defined Conditions,Archetype 4,Frequency per Month,0.08,Diagnosis
Genitourinary Symptoms And Ill Defined Conditions,Overall,Prevalence,0.255,Diagnosis
Genitourinary Symptoms And Ill Defined Conditions,Overall,Mean Frequency,3.28,Diagnosis
Genitourinary Symptoms And Ill Defined Conditions,Overall,Median Frequency,2.0,Diagnosis
Genitourinary Symptoms And Ill Defined Conditions,Overall,Frequency per Quarter,0.09,Diagnosis
Genitourinary Symptoms And Ill Defined Conditions,Overall,Frequency per Month,0.03,Diagnosis
Genitourinary Symptoms And Ill Defined Conditions,Standard Deviation,Mean Frequency,1.5,Diagnosis
Genitourinary Symptoms And Ill Defined Conditions,Standard Deviation,Median Frequency,0.71,Diagnosis
Genitourinary Symptoms And Ill Defined Conditions,Standard Deviation,Frequency per Quarter,0.07,Diagnosis
Genitourinary Symptoms And Ill Defined Conditions,Standard Deviation,Frequency per Month,0.02,Diagnosis
Headache  Including Migraine,Archetype 1,Prevalence,0.126,Diagnosis
Headache  Including Migraine,Archetype 1,Mean Frequency,1.71,Diagnosis
Headache  Including Migraine,Archetype 1,Median Frequency,1.0,Diagnosis
Headache  Including Migraine,Archetype 1,Frequency per Quarter,0.07,Diagnosis
Headache  Including Migraine,Archetype 1,Frequency per Month,0.04,Diagnosis
Headache  Including Migraine,Archetype 2,Prevalence,0.24,Diagnosis
Headache  Including Migraine,Archetype 2,Mean Frequency,2.58,Diagnosis
Headache  Including Migraine,Archetype 2,Median Frequency,1.0,Diagnosis
Headache  Including Migraine,Archetype 2,Frequency per Quarter,0.08,Diagnosis
Headache  Including Migraine,Archetype 2,Frequency per Month,0.03,Diagnosis
Headache  Including Migraine,Archetype 3,Prevalence,0.253,Diagnosis
Headache  Including Migraine,Archetype 3,Mean Frequency,2.81,Diagnosis
Headache  Including Migraine,Archetype 3,Median Frequency,1.0,Diagnosis
Headache  Including Migraine,Archetype 3,Frequency per Quarter,0.05,Diagnosis
Headache  Including Migraine,Archetype 3,Frequency per Month,0.02,Diagnosis
Headache  Including Migraine,Archetype 4,Prevalence,0.484,Diagnosis
Headache  Including Migraine,Archetype 4,Mean Frequency,5.18,Diagnosis
Headache  Including Migraine,Archetype 4,Median Frequency,3.0,Diagnosis
Headache  Including Migraine,Archetype 4,Frequency per Quarter,0.17,Diagnosis
Headache  Including Migraine,Archetype 4,Frequency per Month,0.06,Diagnosis
Headache  Including Migraine,Overall,Prevalence,0.205,Diagnosis
Headache  Including Migraine,Overall,Mean Frequency,2.85,Diagnosis
Headache  Including Migraine,Overall,Median Frequency,1.0,Diagnosis
Headache  Including Migraine,Overall,Frequency per Quarter,0.08,Diagnosis
Headache  Including Migraine,Overall,Frequency per Month,0.03,Diagnosis
Headache  Including Migraine,Standard Deviation,Mean Frequency,1.29,Diagnosis
Headache  Including Migraine,Standard Deviation,Median Frequency,0.89,Diagnosis
Headache  Including Migraine,Standard Deviation,Frequency per Quarter,0.05,Diagnosis
Headache  Including Migraine,Standard Deviation,Frequency per Month,0.02,Diagnosis
Hyperplasia Of Prostate,Archetype 1,Prevalence,0.078,Diagnosis
Hyperplasia Of Prostate,Archetype 1,Mean Frequency,1.98,Diagnosis
Hyperplasia Of Prostate,Archetype 1,Median Frequency,1.0,Diagnosis
Hyperplasia Of Prostate,Archetype 1,Frequency per Quarter,0.04,Diagnosis
Hyperplasia Of Prostate,Archetype 1,Frequency per Month,0.02,Diagnosis
Hyperplasia Of Prostate,Archetype 2,Prevalence,0.131,Diagnosis
Hyperplasia Of Prostate,Archetype 2,Mean Frequency,3.1,Diagnosis
Hyperplasia Of Prostate,Archetype 2,Median Frequency,2.0,Diagnosis
Hyperplasia Of Prostate,Archetype 2,Frequency per Quarter,0.05,Diagnosis
Hyperplasia Of Prostate,Archetype 2,Frequency per Month,0.02,Diagnosis
Hyperplasia Of Prostate,Archetype 3,Prevalence,0.144,Diagnosis
Hyperplasia Of Prostate,Archetype 3,Mean Frequency,3.67,Diagnosis
Hyperplasia Of Prostate,Archetype 3,Median Frequency,2.0,Diagnosis
Hyperplasia Of Prostate,Archetype 3,Frequency per Quarter,0.03,Diagnosis
Hyperplasia Of Prostate,Archetype 3,Frequency per Month,0.01,Diagnosis
Hyperplasia Of Prostate,Archetype 4,Prevalence,0.182,Diagnosis
Hyperplasia Of Prostate,Archetype 4,Mean Frequency,5.14,Diagnosis
Hyperplasia Of Prostate,Archetype 4,Median Frequency,3.0,Diagnosis
Hyperplasia Of Prostate,Archetype 4,Frequency per Quarter,0.06,Diagnosis
Hyperplasia Of Prostate,Archetype 4,Frequency per Month,0.02,Diagnosis
Hyperplasia Of Prostate,Overall,Prevalence,0.112,Diagnosis
Hyperplasia Of Prostate,Overall,Mean Frequency,3.13,Diagnosis
Hyperplasia Of Prostate,Overall,Median Frequency,2.0,Diagnosis
Hyperplasia Of Prostate,Overall,Frequency per Quarter,0.04,Diagnosis
Hyperplasia Of Prostate,Overall,Frequency per Month,0.02,Diagnosis
Hyperplasia Of Prostate,Standard Deviation,Mean Frequency,1.15,Diagnosis
Hyperplasia Of Prostate,Standard Deviation,Median Frequency,0.71,Diagnosis
Hyperplasia Of Prostate,Standard Deviation,Frequency per Quarter,0.01,Diagnosis
Hyperplasia Of Prostate,Standard Deviation,Frequency per Month,0.0,Diagnosis
Immunizations And Screening For Infectious Disease,Archetype 1,Prevalence,0.159,Diagnosis
Immunizations And Screening For Infectious Disease,Archetype 1,Mean Frequency,1.42,Diagnosis
Immunizations And Screening For Infectious Disease,Archetype 1,Median Frequency,1.0,Diagnosis
Immunizations And Screening For Infectious Disease,Archetype 1,Frequency per Quarter,0.05,Diagnosis
Immunizations And Screening For Infectious Disease,Archetype 1,Frequency per Month,0.02,Diagnosis
Immunizations And Screening For Infectious Disease,Archetype 2,Prevalence,0.339,Diagnosis
Immunizations And Screening For Infectious Disease,Archetype 2,Mean Frequency,1.75,Diagnosis
Immunizations And Screening For Infectious Disease,Archetype 2,Median Frequency,1.0,Diagnosis
Immunizations And Screening For Infectious Disease,Archetype 2,Frequency per Quarter,0.07,Diagnosis
Immunizations And Screening For Infectious Disease,Archetype 2,Frequency per Month,0.02,Diagnosis
Immunizations And Screening For Infectious Disease,Archetype 3,Prevalence,0.407,Diagnosis
Immunizations And Screening For Infectious Disease,Archetype 3,Mean Frequency,2.19,Diagnosis
Immunizations And Screening For Infectious Disease,Archetype 3,Median Frequency,2.0,Diagnosis
Immunizations And Screening For Infectious Disease,Archetype 3,Frequency per Quarter,0.06,Diagnosis
Immunizations And Screening For Infectious Disease,Archetype 3,Frequency per Month,0.02,Diagnosis
Immunizations And Screening For Infectious Disease,Archetype 4,Prevalence,0.614,Diagnosis
Immunizations And Screening For Infectious Disease,Archetype 4,Mean Frequency,2.76,Diagnosis
Immunizations And Screening For Infectious Disease,Archetype 4,Median Frequency,2.0,Diagnosis
Immunizations And Screening For Infectious Disease,Archetype 4,Frequency per Quarter,0.11,Diagnosis
Immunizations And Screening For Infectious Disease,Archetype 4,Frequency per Month,0.04,Diagnosis
Immunizations And Screening For Infectious Disease,Overall,Prevalence,0.287,Diagnosis
Immunizations And Screening For Infectious Disease,Overall,Mean Frequency,1.97,Diagnosis
Immunizations And Screening For Infectious Disease,Overall,Median Frequency,1.0,Diagnosis
Immunizations And Screening For Infectious Disease,Overall,Frequency per Quarter,0.06,Diagnosis
Immunizations And Screening For Infectious Disease,Overall,Frequency per Month,0.02,Diagnosis
Immunizations And Screening For Infectious Disease,Standard Deviation,Mean Frequency,0.5,Diagnosis
Immunizations And Screening For Infectious Disease,Standard Deviation,Median Frequency,0.55,Diagnosis
Immunizations And Screening For Infectious Disease,Standard Deviation,Frequency per Quarter,0.02,Diagnosis
Immunizations And Screening For Infectious Disease,Standard Deviation,Frequency per Month,0.01,Diagnosis
Infective Arthritis And Osteomyelitis  Except That Caused By Tuberculosis Or Sexually Transmitted Disease ,Archetype 1,Prevalence,0.04,Diagnosis
Infective Arthritis And Osteomyelitis  Except That Caused By Tuberculosis Or Sexually Transmitted Disease ,Archetype 1,Mean Frequency,1.35,Diagnosis
Infective Arthritis And Osteomyelitis  Except That Caused By Tuberculosis Or Sexually Transmitted Disease ,Archetype 1,Median Frequency,1.0,Diagnosis
Infective Arthritis And Osteomyelitis  Except That Caused By Tuberculosis Or Sexually Transmitted Disease ,Archetype 1,Frequency per Quarter,0.01,Diagnosis
Infective Arthritis And Osteomyelitis  Except That Caused By Tuberculosis Or Sexually Transmitted Disease ,Archetype 1,Frequency per Month,0.0,Diagnosis
Infective Arthritis And Osteomyelitis  Except That Caused By Tuberculosis Or Sexually Transmitted Disease ,Archetype 2,Prevalence,0.136,Diagnosis
Infective Arthritis And Osteomyelitis  Except That Caused By Tuberculosis Or Sexually Transmitted Disease ,Archetype 2,Mean Frequency,1.82,Diagnosis
